S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
885,04-Jun-2019 - 00:00,05-Jun-2019 - 00:00,25.62,42.32,3.94,50.72,20.37,1.0
886,05-Jun-2019 - 00:00,06-Jun-2019 - 00:00,18.93,42.84,4.82,37.81,14.98,1.07
887,06-Jun-2019 - 00:00,07-Jun-2019 - 00:00,24.05,28.41,3.31,45.05,15.77,1.16
888,07-Jun-2019 - 00:00,08-Jun-2019 - 00:00,26.89,23.62,3.31,50.99,18.19,1.17
889,08-Jun-2019 - 00:00,09-Jun-2019 - 00:00,19.24,23.74,3.26,34.67,18.79,1.27
890,09-Jun-2019 - 00:00,10-Jun-2019 - 00:00,20.46,22.62,3.13,40.08,18.31,1.01
891,10-Jun-2019 - 00:00,11-Jun-2019 - 00:00,18.03,25.27,3.32,45.44,30.16,1.0
892,11-Jun-2019 - 00:00,12-Jun-2019 - 00:00,17.85,36.07,3.03,36.07,25.53,0.93
893,12-Jun-2019 - 00:00,13-Jun-2019 - 00:00,31.4,26.88,3.42,70.59,34.49,1.07
894,13-Jun-2019 - 00:00,14-Jun-2019 - 00:00,34.71,29.12,3.31,69.89,29.38,1.01
895,14-Jun-2019 - 00:00,15-Jun-2019 - 00:00,38.33,27.38,3.13,81.47,29.51,0.91
896,15-Jun-2019 - 00:00,16-Jun-2019 - 00:00,16.18,28.61,3.26,27.13,19.9,1.13
897,16-Jun-2019 - 00:00,17-Jun-2019 - 00:00,32.18,27.96,3.22,49.84,18.77,0.98
898,17-Jun-2019 - 00:00,18-Jun-2019 - 00:00,33.61,29.6,3.16,60.53,26.65,1.07
899,18-Jun-2019 - 00:00,19-Jun-2019 - 00:00,31.78,24.87,3.2,61.84,33.85,1.12
,,,,,,,,
901,20-Jun-2019 - 00:00,21-Jun-2019 - 00:00,43.73,19.46,3.02,81.98,28.94,0.97
902,21-Jun-2019 - 00:00,22-Jun-2019 - 00:00,36.24,19.07,2.99,67.42,20.41,0.83
903,22-Jun-2019 - 00:00,23-Jun-2019 - 00:00,19.92,18.38,3.15,45.39,23.47,0.93
904,23-Jun-2019 - 00:00,24-Jun-2019 - 00:00,21.83,21.62,3.02,42.62,16.99,0.83
905,24-Jun-2019 - 00:00,25-Jun-2019 - 00:00,30.15,22.02,2.95,59.15,18.62,0.87
906,25-Jun-2019 - 00:00,26-Jun-2019 - 00:00,23.73,22.68,3.12,46.83,19.69,1.01
907,26-Jun-2019 - 00:00,27-Jun-2019 - 00:00,16.0,17.65,3.04,30.66,21.83,1.01
908,27-Jun-2019 - 00:00,28-Jun-2019 - 00:00,19.23,16.86,3.07,41.29,19.48,1.05
909,28-Jun-2019 - 00:00,29-Jun-2019 - 00:00,28.02,21.06,3.13,55.85,23.21,1.1
910,29-Jun-2019 - 00:00,30-Jun-2019 - 00:00,28.28,22.15,3.13,49.72,16.9,0.77
911,30-Jun-2019 - 00:00,01-Jul-2019 - 00:00,23.52,16.45,3.13,51.78,21.54,0.95
912,01-Jul-2019 - 00:00,02-Jul-2019 - 00:00,31.9,14.88,3.13,66.56,21.16,0.82
913,02-Jul-2019 - 00:00,03-Jul-2019 - 00:00,12.11,15.22,3.03,31.71,15.57,0.98
914,03-Jul-2019 - 00:00,04-Jul-2019 - 00:00,15.32,13.75,2.97,35.81,19.64,1.07
915,04-Jul-2019 - 00:00,05-Jul-2019 - 00:00,19.95,13.18,3.1,44.14,19.49,1.03
916,05-Jul-2019 - 00:00,06-Jul-2019 - 00:00,14.62,13.9,3.19,34.67,16.73,0.94
917,06-Jul-2019 - 00:00,07-Jul-2019 - 00:00,12.49,14.02,3.07,39.57,15.24,1.08
918,07-Jul-2019 - 00:00,08-Jul-2019 - 00:00,8.35,14.37,3.01,24.23,10.49,1.02
919,08-Jul-2019 - 00:00,09-Jul-2019 - 00:00,12.49,14.93,3.17,22.15,14.29,1.09
920,09-Jul-2019 - 00:00,10-Jul-2019 - 00:00,11.95,16.96,3.06,22.19,13.25,1.03
921,10-Jul-2019 - 00:00,11-Jul-2019 - 00:00,13.18,15.53,3.04,18.99,21.1,0.9
922,11-Jul-2019 - 00:00,12-Jul-2019 - 00:00,14.92,14.52,3.15,20.88,28.14,0.39
923,12-Jul-2019 - 00:00,13-Jul-2019 - 00:00,16.18,18.22,3.22,26.64,20.05,0.53
924,13-Jul-2019 - 00:00,14-Jul-2019 - 00:00,14.94,20.7,3.19,25.57,16.79,0.12
925,14-Jul-2019 - 00:00,15-Jul-2019 - 00:00,11.31,16.93,3.02,20.35,14.71,0.21
926,15-Jul-2019 - 00:00,16-Jul-2019 - 00:00,11.92,16.42,3.18,23.04,17.26,0.39
927,16-Jul-2019 - 00:00,17-Jul-2019 - 00:00,16.08,20.82,3.31,26.93,20.26,0.46
928,17-Jul-2019 - 00:00,18-Jul-2019 - 00:00,31.88,17.12,3.16,54.68,21.47,0.78
929,18-Jul-2019 - 00:00,19-Jul-2019 - 00:00,31.78,19.43,2.97,56.39,19.16,0.71
930,19-Jul-2019 - 00:00,20-Jul-2019 - 00:00,24.04,22.47,3.17,42.62,16.8,0.75
931,20-Jul-2019 - 00:00,21-Jul-2019 - 00:00,22.76,21.51,3.13,33.19,15.31,0.87
932,21-Jul-2019 - 00:00,22-Jul-2019 - 00:00,22.32,17.8,3.07,35.09,14.83,0.67
933,22-Jul-2019 - 00:00,23-Jul-2019 - 00:00,16.21,18.82,3.06,27.95,16.57,0.52
934,23-Jul-2019 - 00:00,24-Jul-2019 - 00:00,20.69,20.14,2.82,35.46,14.56,0.63
935,24-Jul-2019 - 00:00,25-Jul-2019 - 00:00,13.53,22.77,2.99,21.91,18.91,0.69
936,25-Jul-2019 - 00:00,26-Jul-2019 - 00:00,14.92,17.72,3.14,24.33,16.2,0.71
937,26-Jul-2019 - 00:00,27-Jul-2019 - 00:00,18.25,18.64,3.06,29.29,12.83,0.52
938,27-Jul-2019 - 00:00,28-Jul-2019 - 00:00,12.53,14.02,2.91,21.93,13.37,0.51
939,28-Jul-2019 - 00:00,29-Jul-2019 - 00:00,10.01,13.48,3.02,22.37,12.48,0.43
940,29-Jul-2019 - 00:00,30-Jul-2019 - 00:00,9.62,12.08,5.13,26.27,14.68,0.6
941,30-Jul-2019 - 00:00,31-Jul-2019 - 00:00,14.06,13.48,3.11,31.32,14.61,0.73
942,31-Jul-2019 - 00:00,01-Aug-2019 - 00:00,17.75,14.04,3.11,31.23,14.81,0.7
943,01-Aug-2019 - 00:00,02-Aug-2019 - 00:00,17.18,16.91,2.89,31.55,13.08,0.78
944,02-Aug-2019 - 00:00,03-Aug-2019 - 00:00,13.15,16.27,3.1,29.17,13.82,0.59
945,03-Aug-2019 - 00:00,04-Aug-2019 - 00:00,16.25,14.53,3.15,36.83,15.35,0.51
946,04-Aug-2019 - 00:00,05-Aug-2019 - 00:00,17.23,15.12,3.17,43.14,15.86,0.21
947,05-Aug-2019 - 00:00,06-Aug-2019 - 00:00,24.31,15.35,3.25,47.62,16.95,0.75
948,06-Aug-2019 - 00:00,07-Aug-2019 - 00:00,18.91,12.8,3.14,45.22,16.52,0.63
949,07-Aug-2019 - 00:00,08-Aug-2019 - 00:00,11.76,14.89,3.07,24.4,11.68,0.58
950,08-Aug-2019 - 00:00,09-Aug-2019 - 00:00,7.52,14.15,3.04,16.4,12.01,0.63
951,09-Aug-2019 - 00:00,10-Aug-2019 - 00:00,8.0,12.22,2.75,25.42,14.91,0.63
952,10-Aug-2019 - 00:00,11-Aug-2019 - 00:00,20.33,14.37,3.11,40.4,14.93,0.34
953,11-Aug-2019 - 00:00,12-Aug-2019 - 00:00,24.29,15.0,3.26,49.43,20.05,0.23
954,12-Aug-2019 - 00:00,13-Aug-2019 - 00:00,19.67,19.99,2.82,38.96,15.28,0.1
955,13-Aug-2019 - 00:00,14-Aug-2019 - 00:00,12.06,18.16,3.16,22.76,16.12,0.43
956,14-Aug-2019 - 00:00,15-Aug-2019 - 00:00,13.04,16.51,3.12,20.33,12.99,0.53
957,15-Aug-2019 - 00:00,16-Aug-2019 - 00:00,15.96,14.19,3.06,30.74,12.46,0.28
958,16-Aug-2019 - 00:00,17-Aug-2019 - 00:00,17.67,16.98,3.11,26.89,16.0,0.61
959,17-Aug-2019 - 00:00,18-Aug-2019 - 00:00,29.23,20.04,3.12,40.59,14.66,0.54
960,18-Aug-2019 - 00:00,19-Aug-2019 - 00:00,22.0,19.81,3.16,37.77,14.7,0.35
961,19-Aug-2019 - 00:00,20-Aug-2019 - 00:00,19.89,13.69,3.26,36.32,20.73,0.68
962,20-Aug-2019 - 00:00,21-Aug-2019 - 00:00,24.41,14.06,3.12,47.84,16.72,0.32
963,21-Aug-2019 - 00:00,22-Aug-2019 - 00:00,29.33,16.7,3.11,44.74,15.79,0.69
964,22-Aug-2019 - 00:00,23-Aug-2019 - 00:00,32.5,18.78,3.24,52.32,16.14,0.65
965,23-Aug-2019 - 00:00,24-Aug-2019 - 00:00,30.78,15.68,3.2,49.11,23.9,0.62
966,24-Aug-2019 - 00:00,25-Aug-2019 - 00:00,14.53,17.09,3.11,25.73,21.59,0.64
967,25-Aug-2019 - 00:00,26-Aug-2019 - 00:00,14.46,13.79,3.13,30.34,17.31,0.49
968,26-Aug-2019 - 00:00,27-Aug-2019 - 00:00,20.71,12.15,3.16,43.51,22.05,0.55
969,27-Aug-2019 - 00:00,28-Aug-2019 - 00:00,28.91,17.57,2.9,54.66,17.28,0.51
970,28-Aug-2019 - 00:00,29-Aug-2019 - 00:00,33.21,17.35,3.19,53.95,19.8,0.45
971,29-Aug-2019 - 00:00,30-Aug-2019 - 00:00,22.6,19.16,3.07,40.1,18.36,0.46
972,30-Aug-2019 - 00:00,31-Aug-2019 - 00:00,30.23,18.88,3.2,50.61,17.06,0.43
973,31-Aug-2019 - 00:00,01-Sep-2019 - 00:00,16.95,14.31,3.2,39.06,23.35,0.59
974,01-Sep-2019 - 00:00,02-Sep-2019 - 00:00,31.66,16.71,3.33,59.44,22.87,0.65
975,02-Sep-2019 - 00:00,03-Sep-2019 - 00:00,20.84,17.55,3.25,53.43,19.53,0.39
976,03-Sep-2019 - 00:00,04-Sep-2019 - 00:00,13.62,13.43,3.15,28.3,23.67,0.63
977,04-Sep-2019 - 00:00,05-Sep-2019 - 00:00,15.81,13.28,3.06,34.74,21.31,0.44
978,05-Sep-2019 - 00:00,06-Sep-2019 - 00:00,15.05,14.45,3.19,35.03,17.34,0.45
979,06-Sep-2019 - 00:00,07-Sep-2019 - 00:00,12.31,13.03,3.04,29.79,21.04,0.55
980,07-Sep-2019 - 00:00,08-Sep-2019 - 00:00,15.06,13.25,3.16,34.22,17.69,0.47
981,08-Sep-2019 - 00:00,09-Sep-2019 - 00:00,11.53,12.28,3.24,24.16,,0.47
982,09-Sep-2019 - 00:00,10-Sep-2019 - 00:00,11.22,13.67,3.03,27.85,26.18,0.4
983,10-Sep-2019 - 00:00,11-Sep-2019 - 00:00,18.87,14.46,3.05,35.18,17.99,0.42
984,11-Sep-2019 - 00:00,12-Sep-2019 - 00:00,21.07,17.25,3.15,38.18,18.06,0.34
985,12-Sep-2019 - 00:00,13-Sep-2019 - 00:00,18.34,12.9,3.12,35.92,18.56,0.37
986,13-Sep-2019 - 00:00,14-Sep-2019 - 00:00,11.37,14.58,3.07,23.24,18.14,0.45
987,14-Sep-2019 - 00:00,15-Sep-2019 - 00:00,16.71,13.92,3.15,31.42,20.16,0.51
988,15-Sep-2019 - 00:00,16-Sep-2019 - 00:00,26.4,15.01,3.14,47.02,18.14,0.35
989,16-Sep-2019 - 00:00,17-Sep-2019 - 00:00,21.15,15.84,3.11,38.75,22.95,0.32
990,17-Sep-2019 - 00:00,18-Sep-2019 - 00:00,14.7,15.0,3.17,30.4,22.89,0.33
991,18-Sep-2019 - 00:00,19-Sep-2019 - 00:00,23.77,14.06,3.02,41.3,17.46,0.38
992,19-Sep-2019 - 00:00,20-Sep-2019 - 00:00,20.63,15.52,3.32,40.7,15.77,0.52
993,20-Sep-2019 - 00:00,21-Sep-2019 - 00:00,24.71,17.92,3.23,47.8,20.5,0.67
994,21-Sep-2019 - 00:00,22-Sep-2019 - 00:00,21.7,17.66,3.24,41.47,25.51,0.58
995,22-Sep-2019 - 00:00,23-Sep-2019 - 00:00,17.98,17.1,3.18,40.74,20.37,0.42
996,23-Sep-2019 - 00:00,24-Sep-2019 - 00:00,21.13,18.49,5.12,41.49,26.39,0.51
997,24-Sep-2019 - 00:00,25-Sep-2019 - 00:00,10.8,23.82,3.25,22.0,17.66,0.43
998,25-Sep-2019 - 00:00,26-Sep-2019 - 00:00,10.34,14.52,3.31,20.22,25.7,0.48
999,26-Sep-2019 - 00:00,27-Sep-2019 - 00:00,14.41,15.72,3.2,28.76,16.16,0.33
,,,,,,,,
1001,28-Sep-2019 - 00:00,29-Sep-2019 - 00:00,19.6,12.14,3.42,29.45,27.62,0.67
1002,29-Sep-2019 - 00:00,30-Sep-2019 - 00:00,10.39,21.44,3.3,16.11,20.23,0.51
1003,30-Sep-2019 - 00:00,01-Oct-2019 - 00:00,8.93,18.88,3.14,19.38,19.67,0.54
1004,01-Oct-2019 - 00:00,02-Oct-2019 - 00:00,12.02,18.63,3.48,34.7,21.76,0.52
1005,02-Oct-2019 - 00:00,03-Oct-2019 - 00:00,12.07,19.0,3.35,39.83,24.35,0.38
1006,03-Oct-2019 - 00:00,04-Oct-2019 - 00:00,19.0,17.11,3.36,51.68,29.33,0.42
1007,04-Oct-2019 - 00:00,05-Oct-2019 - 00:00,24.22,20.93,3.25,53.96,24.88,0.53
1008,05-Oct-2019 - 00:00,06-Oct-2019 - 00:00,28.27,28.39,3.18,46.72,18.88,0.6
1009,06-Oct-2019 - 00:00,07-Oct-2019 - 00:00,37.0,18.66,3.33,69.47,24.76,0.83
1010,07-Oct-2019 - 00:00,08-Oct-2019 - 00:00,28.7,21.62,3.29,59.1,22.61,0.75
1011,08-Oct-2019 - 00:00,09-Oct-2019 - 00:00,16.44,27.7,3.32,38.95,26.71,0.74
1012,09-Oct-2019 - 00:00,10-Oct-2019 - 00:00,18.21,24.7,3.33,52.77,18.37,0.55
1013,10-Oct-2019 - 00:00,11-Oct-2019 - 00:00,18.1,24.54,3.21,34.58,9.55,0.4
1014,11-Oct-2019 - 00:00,12-Oct-2019 - 00:00,13.78,28.94,3.11,29.12,9.01,0.31
1015,12-Oct-2019 - 00:00,13-Oct-2019 - 00:00,31.66,24.71,3.5,59.48,12.38,0.46
1016,13-Oct-2019 - 00:00,14-Oct-2019 - 00:00,40.56,28.66,3.51,76.75,12.51,0.47
1017,14-Oct-2019 - 00:00,15-Oct-2019 - 00:00,36.58,24.67,4.61,68.6,17.35,0.55
1018,15-Oct-2019 - 00:00,16-Oct-2019 - 00:00,24.96,26.21,3.93,61.23,20.37,0.63
1019,16-Oct-2019 - 00:00,17-Oct-2019 - 00:00,22.4,26.03,4.42,61.44,21.35,0.66
1020,17-Oct-2019 - 00:00,18-Oct-2019 - 00:00,32.58,25.76,4.24,76.36,19.49,0.72
1021,18-Oct-2019 - 00:00,19-Oct-2019 - 00:00,48.74,26.82,3.64,87.32,17.02,0.57
1022,19-Oct-2019 - 00:00,20-Oct-2019 - 00:00,51.67,28.02,3.94,91.12,6.57,0.57
1023,20-Oct-2019 - 00:00,21-Oct-2019 - 00:00,64.67,24.91,3.82,103.12,6.16,0.5
1024,21-Oct-2019 - 00:00,22-Oct-2019 - 00:00,73.79,20.38,3.56,107.51,4.32,0.61
1025,22-Oct-2019 - 00:00,23-Oct-2019 - 00:00,85.05,22.41,4.38,130.33,7.51,0.76
1026,23-Oct-2019 - 00:00,24-Oct-2019 - 00:00,100.4,25.37,5.03,150.25,13.92,0.88
1027,24-Oct-2019 - 00:00,25-Oct-2019 - 00:00,71.72,30.69,4.81,106.5,17.0,0.66
1028,25-Oct-2019 - 00:00,26-Oct-2019 - 00:00,29.01,38.27,4.04,53.49,12.97,0.45
1029,26-Oct-2019 - 00:00,27-Oct-2019 - 00:00,28.54,30.51,5.01,57.46,12.05,0.41
1030,27-Oct-2019 - 00:00,28-Oct-2019 - 00:00,87.81,25.9,13.62,117.48,15.91,0.47
1031,28-Oct-2019 - 00:00,29-Oct-2019 - 00:00,101.98,26.17,7.25,151.96,16.19,0.76
1032,29-Oct-2019 - 00:00,30-Oct-2019 - 00:00,49.08,23.49,4.87,106.56,17.91,0.62
1033,30-Oct-2019 - 00:00,31-Oct-2019 - 00:00,40.63,24.49,4.19,97.86,17.14,0.72
1034,31-Oct-2019 - 00:00,01-Nov-2019 - 00:00,41.35,26.26,4.5,101.61,17.68,0.82
1035,01-Nov-2019 - 00:00,02-Nov-2019 - 00:00,30.23,24.31,4.74,91.48,16.89,0.74
1036,02-Nov-2019 - 00:00,03-Nov-2019 - 00:00,37.54,25.18,4.53,116.26,21.52,0.71
1037,03-Nov-2019 - 00:00,04-Nov-2019 - 00:00,33.8,27.57,5.62,107.4,12.0,0.61
1038,04-Nov-2019 - 00:00,05-Nov-2019 - 00:00,23.4,29.23,4.37,69.02,11.31,0.45
1039,05-Nov-2019 - 00:00,06-Nov-2019 - 00:00,32.91,31.34,4.52,92.81,11.58,0.69
1040,06-Nov-2019 - 00:00,07-Nov-2019 - 00:00,44.2,32.19,4.32,127.47,11.35,0.73
1041,07-Nov-2019 - 00:00,08-Nov-2019 - 00:00,38.76,26.87,4.52,130.36,18.3,0.81
1042,08-Nov-2019 - 00:00,09-Nov-2019 - 00:00,28.81,23.32,4.37,91.46,21.93,0.7
1043,09-Nov-2019 - 00:00,10-Nov-2019 - 00:00,33.63,21.69,5.54,95.58,25.89,0.5
1044,10-Nov-2019 - 00:00,11-Nov-2019 - 00:00,27.94,26.27,5.83,90.75,22.69,0.41
1045,11-Nov-2019 - 00:00,12-Nov-2019 - 00:00,28.4,24.87,4.87,89.48,14.35,0.58
1046,12-Nov-2019 - 00:00,13-Nov-2019 - 00:00,46.44,32.84,4.57,133.89,15.41,0.87
1047,13-Nov-2019 - 00:00,14-Nov-2019 - 00:00,59.62,28.93,4.1,160.06,22.8,0.79
1048,14-Nov-2019 - 00:00,15-Nov-2019 - 00:00,43.22,22.24,4.26,137.44,18.75,0.68
1049,15-Nov-2019 - 00:00,16-Nov-2019 - 00:00,43.21,28.22,4.55,139.24,26.22,0.74
1050,16-Nov-2019 - 00:00,17-Nov-2019 - 00:00,48.3,30.17,4.46,108.98,17.64,0.58
1051,17-Nov-2019 - 00:00,18-Nov-2019 - 00:00,78.57,31.16,4.77,166.34,12.36,0.67
1052,18-Nov-2019 - 00:00,19-Nov-2019 - 00:00,85.45,31.55,4.68,195.91,16.42,0.71
1053,19-Nov-2019 - 00:00,20-Nov-2019 - 00:00,105.55,28.44,4.21,223.1,10.95,1.06
1054,20-Nov-2019 - 00:00,21-Nov-2019 - 00:00,96.63,27.48,4.22,228.75,20.48,0.92
1055,21-Nov-2019 - 00:00,22-Nov-2019 - 00:00,53.57,26.84,4.34,137.3,18.86,0.6
1056,22-Nov-2019 - 00:00,23-Nov-2019 - 00:00,56.74,27.67,4.79,154.72,25.78,0.81
1057,23-Nov-2019 - 00:00,24-Nov-2019 - 00:00,64.66,27.03,4.64,169.17,27.54,0.76
1058,24-Nov-2019 - 00:00,25-Nov-2019 - 00:00,86.53,29.5,4.48,207.95,29.05,0.93
1059,25-Nov-2019 - 00:00,26-Nov-2019 - 00:00,86.69,26.38,4.42,193.72,47.76,0.81
1060,26-Nov-2019 - 00:00,27-Nov-2019 - 00:00,71.57,27.23,5.98,170.02,52.62,0.8
1061,27-Nov-2019 - 00:00,28-Nov-2019 - 00:00,44.67,23.49,4.98,125.11,41.88,0.66
1062,28-Nov-2019 - 00:00,29-Nov-2019 - 00:00,37.62,25.1,5.18,115.65,37.75,0.68
1063,29-Nov-2019 - 00:00,30-Nov-2019 - 00:00,65.02,25.54,5.96,136.17,38.61,0.82
1064,30-Nov-2019 - 00:00,01-Dec-2019 - 00:00,94.87,32.53,5.04,158.62,36.53,0.64
1065,01-Dec-2019 - 00:00,02-Dec-2019 - 00:00,139.26,18.6,7.67,241.37,40.93,0.97
1066,02-Dec-2019 - 00:00,03-Dec-2019 - 00:00,85.23,32.81,6.22,153.59,113.31,0.72
1067,03-Dec-2019 - 00:00,04-Dec-2019 - 00:00,72.11,25.23,4.91,137.47,79.51,0.63
1068,04-Dec-2019 - 00:00,05-Dec-2019 - 00:00,66.96,27.14,5.51,142.23,53.9,0.65
1069,05-Dec-2019 - 00:00,06-Dec-2019 - 00:00,60.18,29.69,8.0,129.43,47.93,0.75
1070,06-Dec-2019 - 00:00,07-Dec-2019 - 00:00,58.47,23.62,5.3,173.45,54.71,0.66
1071,07-Dec-2019 - 00:00,08-Dec-2019 - 00:00,53.19,27.23,5.7,142.56,42.23,0.65
1072,08-Dec-2019 - 00:00,09-Dec-2019 - 00:00,59.92,31.68,5.26,142.24,43.26,0.65
1073,09-Dec-2019 - 00:00,10-Dec-2019 - 00:00,89.33,29.85,5.24,203.7,52.79,0.81
1074,10-Dec-2019 - 00:00,11-Dec-2019 - 00:00,77.84,30.17,4.94,161.58,51.79,0.76
1075,11-Dec-2019 - 00:00,12-Dec-2019 - 00:00,104.36,30.79,5.68,197.37,57.15,1.03
1076,12-Dec-2019 - 00:00,13-Dec-2019 - 00:00,105.44,23.48,5.65,184.23,53.19,0.67
1077,13-Dec-2019 - 00:00,14-Dec-2019 - 00:00,64.33,23.67,5.0,125.69,36.95,0.53
1078,14-Dec-2019 - 00:00,15-Dec-2019 - 00:00,58.93,29.31,4.59,124.96,38.63,0.79
1079,15-Dec-2019 - 00:00,16-Dec-2019 - 00:00,69.02,23.64,4.49,123.45,34.79,0.6
1080,16-Dec-2019 - 00:00,17-Dec-2019 - 00:00,95.57,25.09,5.47,144.33,31.81,0.74
1081,17-Dec-2019 - 00:00,18-Dec-2019 - 00:00,136.01,20.81,4.68,201.71,39.73,1.09
1082,18-Dec-2019 - 00:00,19-Dec-2019 - 00:00,97.29,20.73,4.16,154.89,22.06,0.57
1083,19-Dec-2019 - 00:00,20-Dec-2019 - 00:00,106.68,28.63,4.14,149.28,21.63,0.7
1084,20-Dec-2019 - 00:00,21-Dec-2019 - 00:00,92.16,19.16,3.69,119.21,20.65,0.67
1085,21-Dec-2019 - 00:00,22-Dec-2019 - 00:00,126.67,25.43,4.07,186.7,31.11,0.85
1086,22-Dec-2019 - 00:00,23-Dec-2019 - 00:00,150.28,25.17,4.56,211.55,30.89,0.87
1087,23-Dec-2019 - 00:00,24-Dec-2019 - 00:00,113.21,30.92,4.61,183.88,33.65,0.68
1088,24-Dec-2019 - 00:00,25-Dec-2019 - 00:00,128.0,25.63,4.94,201.66,44.83,0.89
1089,25-Dec-2019 - 00:00,26-Dec-2019 - 00:00,167.76,28.51,10.23,244.15,48.62,1.3
1090,26-Dec-2019 - 00:00,27-Dec-2019 - 00:00,124.54,28.08,4.66,172.87,39.39,0.72
1091,27-Dec-2019 - 00:00,28-Dec-2019 - 00:00,99.8,20.76,3.96,135.38,35.81,0.75
1092,28-Dec-2019 - 00:00,29-Dec-2019 - 00:00,125.55,25.06,4.7,160.88,36.95,0.92
1093,29-Dec-2019 - 00:00,30-Dec-2019 - 00:00,105.45,30.2,4.68,149.66,40.31,0.63
1094,30-Dec-2019 - 00:00,31-Dec-2019 - 00:00,122.41,22.01,4.91,216.58,60.05,1.07
1095,31-Dec-2019 - 00:00,01-Jan-2020 - 00:00,72.88,24.25,4.87,156.05,67.1,0.82
1096,01-Jan-2020 - 00:00,02-Jan-2020 - 00:00,67.95,22.49,6.04,149.5,53.33,0.79
1097,02-Jan-2020 - 00:00,03-Jan-2020 - 00:00,68.82,22.89,6.7,143.05,53.42,0.94
1098,03-Jan-2020 - 00:00,04-Jan-2020 - 00:00,52.49,23.66,4.97,97.66,39.25,0.56
1099,04-Jan-2020 - 00:00,05-Jan-2020 - 00:00,37.63,26.11,3.93,59.71,34.86,0.79
,,,,,,,,
1101,06-Jan-2020 - 00:00,07-Jan-2020 - 00:00,129.25,18.04,4.5,228.4,48.52,0.86
1102,07-Jan-2020 - 00:00,08-Jan-2020 - 00:00,86.79,24.9,4.87,151.01,49.22,0.9
1103,08-Jan-2020 - 00:00,09-Jan-2020 - 00:00,104.87,22.98,4.94,169.44,50.56,1.04
1104,09-Jan-2020 - 00:00,10-Jan-2020 - 00:00,75.19,24.43,5.32,120.47,42.1,0.78
1105,10-Jan-2020 - 00:00,11-Jan-2020 - 00:00,109.52,20.84,4.57,157.72,33.9,0.78
1106,11-Jan-2020 - 00:00,12-Jan-2020 - 00:00,84.66,22.05,3.87,119.31,25.24,0.71
1107,12-Jan-2020 - 00:00,13-Jan-2020 - 00:00,72.37,23.11,3.69,112.21,25.32,0.61
1108,13-Jan-2020 - 00:00,14-Jan-2020 - 00:00,94.93,26.22,4.79,130.05,35.52,0.86
1109,14-Jan-2020 - 00:00,15-Jan-2020 - 00:00,109.4,29.12,5.02,160.1,42.94,0.97
1110,15-Jan-2020 - 00:00,16-Jan-2020 - 00:00,114.09,27.98,4.99,178.99,44.2,1.07
1111,16-Jan-2020 - 00:00,17-Jan-2020 - 00:00,124.38,25.98,5.72,234.75,59.98,1.32
1112,17-Jan-2020 - 00:00,18-Jan-2020 - 00:00,113.71,16.02,4.81,193.17,65.17,1.13
1113,18-Jan-2020 - 00:00,19-Jan-2020 - 00:00,103.46,26.94,6.59,174.76,56.68,0.86
1114,19-Jan-2020 - 00:00,20-Jan-2020 - 00:00,116.61,19.66,4.29,157.27,34.46,0.73
1115,20-Jan-2020 - 00:00,21-Jan-2020 - 00:00,103.54,20.3,4.07,133.9,26.13,0.7
1116,21-Jan-2020 - 00:00,22-Jan-2020 - 00:00,126.36,22.98,4.56,193.39,40.04,0.99
1117,22-Jan-2020 - 00:00,23-Jan-2020 - 00:00,116.48,28.27,5.07,159.78,40.7,
1118,23-Jan-2020 - 00:00,24-Jan-2020 - 00:00,157.88,27.21,5.19,209.64,49.13,
1119,24-Jan-2020 - 00:00,25-Jan-2020 - 00:00,171.25,25.6,4.96,257.93,54.8,2.0
1120,25-Jan-2020 - 00:00,26-Jan-2020 - 00:00,139.03,15.75,4.35,216.52,58.26,0.95
1121,26-Jan-2020 - 00:00,27-Jan-2020 - 00:00,108.67,30.81,4.73,168.77,37.52,0.66
1122,27-Jan-2020 - 00:00,28-Jan-2020 - 00:00,121.37,22.29,4.95,174.61,37.95,0.99
1123,28-Jan-2020 - 00:00,29-Jan-2020 - 00:00,148.83,21.96,5.0,260.26,58.86,1.26
1124,29-Jan-2020 - 00:00,30-Jan-2020 - 00:00,145.5,24.82,4.94,238.29,55.31,1.24
1125,30-Jan-2020 - 00:00,31-Jan-2020 - 00:00,156.42,22.71,5.63,228.99,43.06,0.76
1126,31-Jan-2020 - 00:00,01-Feb-2020 - 00:00,134.01,17.14,4.41,172.84,36.77,0.86
1127,01-Feb-2020 - 00:00,02-Feb-2020 - 00:00,133.27,21.5,5.02,182.5,33.0,0.77
1128,02-Feb-2020 - 00:00,03-Feb-2020 - 00:00,110.54,24.55,5.86,174.99,37.61,0.77
1129,03-Feb-2020 - 00:00,04-Feb-2020 - 00:00,134.26,22.64,5.49,248.37,54.38,1.14
1130,04-Feb-2020 - 00:00,05-Feb-2020 - 00:00,139.17,24.14,4.79,195.36,46.04,0.85
1131,05-Feb-2020 - 00:00,06-Feb-2020 - 00:00,127.08,26.45,5.03,200.78,44.47,0.75
1132,06-Feb-2020 - 00:00,07-Feb-2020 - 00:00,135.34,23.26,5.5,245.43,61.46,1.15
1133,07-Feb-2020 - 00:00,08-Feb-2020 - 00:00,183.27,17.52,4.84,288.23,74.76,0.93
